occurrence_date,municipality,fsa,latitude,longitude
2025-05-14 04:50:00,Georgina,L0E,44.303259,-79.35549
2024-12-09 22:00:00,Markham,L3T,43.816657,-79.368272
2025-08-06 07:16:00,Markham,L3T,43.830902,-79.367883
2025-08-17 05:16:00,Markham,L3T,43.830902,-79.367883
2025-04-26 07:00:00,Markham,L6C,43.881098,-79.366024
2025-06-19 14:10:00,Markham,L6C,43.894155,-79.365559
2025-06-04 08:00:00,Markham,L6C,43.897635,-79.365282
2025-03-13 16:58:00,Georgina,L0E,44.31073,-79.353104
2024-10-11 22:30:00,Markham,L6C,43.876772,-79.364932
2025-01-11 00:58:00,Markham,L3T,43.825638,-79.366292
2024-09-27 18:43:00,Georgina,L0E,44.3004,-79.353152
2025-02-01 06:30:00,Georgina,L0E,44.302723,-79.352295
2025-03-25 16:08:00,Georgina,L0E,44.302723,-79.352295
2024-08-20 16:06:00,Markham,L6C,43.885531,-79.361342
2025-01-01 09:55:00,Markham,L6C,43.885531,-79.361342
2025-06-14 18:04:00,Georgina,L0E,44.256297,-79.350356
2024-12-10 05:00:00,Markham,L6C,43.872081,-79.360194
2025-07-04 06:44:00,Markham,L3R,43.847715,-79.360465
2025-02-25 00:54:00,Markham,L6C,43.879256,-79.359539
2024-12-26 21:54:00,Markham,L3R,43.864475,-79.35974
2025-01-06 20:15:00,Markham,L3R,43.814361,-79.360736
2025-01-23 05:01:00,Markham,L3R,43.863677,-79.359157
2025-01-29 05:01:00,Markham,L3R,43.863677,-79.359157
2025-02-19 21:20:00,Markham,L3R,43.863677,-79.359157
2024-12-16 10:06:00,Markham,L6C,43.87026,-79.358782
2024-08-09 20:00:00,Markham,L3R,43.864325,-79.35894
2024-07-03 17:11:00,Markham,L6C,43.866444,-79.358715
2024-08-10 16:00:00,Markham,L3R,43.864709,-79.358314
2024-09-02 01:00:00,Markham,L6C,43.869789,-79.357926
2024-12-22 05:01:00,Markham,L6C,43.879361,-79.357186
2025-06-28 02:43:00,Markham,L6C,43.868428,-79.357037
2024-11-01 00:21:00,Markham,L3R,43.861528,-79.356971
2024-11-15 18:00:00,Markham,L6C,43.891087,-79.35581
2024-11-29 22:48:00,Markham,L6C,43.885695,-79.354952
2025-01-12 23:37:00,Markham,L6C,43.877801,-79.354611
2024-10-16 00:38:00,Markham,L3R,43.861888,-79.354887
2025-01-15 01:06:00,Markham,L6C,43.873571,-79.354222
2025-05-17 17:01:00,Markham,L6C,43.92826,-79.352358
2025-04-06 00:00:00,Markham,L3R,43.859864,-79.354213
2024-11-18 22:47:00,Markham,L6C,43.881813,-79.353416
2024-12-03 19:00:00,Markham,L6C,43.881813,-79.353416
2024-11-09 21:00:00,Markham,L3R,43.86612,-79.353043
2024-09-02 17:30:00,Markham,L3R,43.858957,-79.353069
2024-12-11 22:48:00,Markham,L6C,43.867146,-79.352614
2024-09-10 03:59:00,Markham,L3R,43.85128,-79.352023
2025-01-02 01:28:00,Markham,L3R,43.861185,-79.351705
2025-01-24 05:00:00,Markham,L3R,43.861185,-79.351705
2024-08-12 23:30:00,Markham,L6C,43.877216,-79.350732
2025-03-26 04:01:00,East Gwillimbury,L0G,44.123866,-79.343838
2024-07-20 01:57:00,Markham,L3R,43.863707,-79.349886
2025-03-05 00:00:00,Markham,L6C,43.8745,-79.349573
2024-08-22 16:00:00,Whitchurch-Stouffville,L3Y,44.036063,-79.344936
2024-09-12 11:41:00,Whitchurch-Stouffville,L3Y,44.021583,-79.344631
2025-01-10 23:10:00,Markham,L6C,43.890475,-79.348061
2024-10-04 09:58:00,Markham,L6C,43.887628,-79.347657
2024-11-30 00:00:00,Markham,L6C,43.887628,-79.347657
2025-04-01 02:57:00,Markham,L3R,43.875698,-79.347494
2024-09-22 00:25:00,Markham,L3R,43.866107,-79.347618
2024-10-31 17:00:00,Markham,L3R,43.869598,-79.347495
2025-01-21 15:27:00,Markham,L3R,43.865348,-79.347297
2025-02-19 16:00:00,Markham,L3R,43.865348,-79.347297
2024-12-21 16:30:00,Markham,L3R,43.870749,-79.346832
2025-02-01 20:15:00,Markham,L3R,43.868177,-79.346881
2025-05-03 21:30:00,Markham,L3R,43.868177,-79.346881
2025-01-09 19:46:00,Whitchurch-Stouffville,L3Y,44.033387,-79.342248
2025-07-25 22:00:00,Markham,L6C,43.890978,-79.345279
2024-07-12 22:00:00,Markham,L6C,43.886501,-79.345328
2024-10-08 16:15:00,Markham,L3R,43.861864,-79.345448
2024-12-18 23:15:00,Markham,L6C,43.87856,-79.344791
2024-12-21 17:21:00,Whitchurch-Stouffville,L3Y,44.028279,-79.340538
2024-10-19 00:10:00,Markham,L6C,43.878039,-79.34414
2025-01-17 22:00:00,Markham,L6C,43.88283,-79.343945
2024-07-15 14:42:00,Markham,L6C,43.876431,-79.344082
2024-10-31 21:30:00,Markham,L3R,43.870611,-79.343874
2024-11-30 19:30:00,Markham,L6C,43.890865,-79.342964
2025-01-24 22:30:00,Markham,L3R,43.867982,-79.34312
2025-02-17 22:59:00,Markham,L3R,43.853989,-79.343352
2025-05-03 12:20:00,Markham,L3R,43.866329,-79.342711
2024-11-10 17:37:00,Markham,L3R,43.870868,-79.342463
2024-08-18 05:18:00,Markham,L3R,43.86938,-79.342071
2024-12-07 23:56:00,Markham,L6C,43.892894,-79.340132
2024-10-18 01:00:00,East Gwillimbury,L0G,44.087873,-79.334651
2024-12-28 00:12:00,Markham,L6C,43.876935,-79.339434
2025-05-07 15:35:00,Markham,L6C,43.876935,-79.339434
2024-12-05 23:26:00,Markham,L3R,43.863915,-79.339412
2024-12-07 15:26:00,Markham,L3R,43.863915,-79.339412
2024-12-12 10:53:00,Markham,L3R,43.863915,-79.339412
2024-12-29 10:24:00,Markham,L3R,43.863915,-79.339412
2025-01-04 01:01:00,Markham,L6C,43.886629,-79.338533
2024-12-14 17:18:00,Markham,L3R,43.873955,-79.338685
2024-11-09 20:51:00,Markham,L3R,43.869563,-79.338707
2025-07-08 12:53:00,Markham,L3R,43.861656,-79.338563
2024-07-15 18:29:00,Whitchurch-Stouffville,L3Y,44.061955,-79.332336
2025-03-22 18:00:00,Markham,L3R,43.86752,-79.336997
2025-02-01 19:55:00,Markham,L6C,43.888927,-79.336158
2025-01-22 23:30:00,Markham,L3R,43.869094,-79.336494
2025-06-28 00:05:00,Markham,L6G,43.852852,-79.3361
2025-05-24 01:32:00,Markham,L3R,43.867102,-79.334453
2025-02-21 23:00:00,Markham,L6C,43.892932,-79.333643
2024-10-29 13:42:00,Whitchurch-Stouffville,L3Y,44.040464,-79.329253
2024-12-26 22:11:00,Markham,L3R,43.86569,-79.333712
2024-12-27 23:04:00,Markham,L3R,43.86569,-79.333712
2024-08-23 04:01:00,Markham,L6G,43.85228,-79.333078
2025-04-08 08:34:00,Markham,L3R,43.875455,-79.332147
2024-12-21 14:01:00,Markham,L3R,43.87057,-79.330473
2024-08-17 04:01:00,Whitchurch-Stouffville,L3Y,44.051082,-79.325289
2024-12-20 22:15:00,Markham,L3R,43.871802,-79.328844
2024-08-14 13:00:00,Markham,L3R,43.856843,-79.328868
2025-04-19 13:50:00,Markham,L3R,43.870909,-79.328333
2024-09-09 03:39:00,Markham,L3R,43.818425,-79.329765
2025-05-12 12:00:00,Markham,L6G,43.850407,-79.326582
2024-07-22 17:45:00,Markham,L3R,43.863462,-79.32614
2025-06-27 23:36:00,Markham,L3R,43.857926,-79.326152
2025-03-26 01:14:00,Markham,L6C,43.891911,-79.325176
2025-01-13 19:18:00,Markham,L6C,43.915613,-79.323604
2025-08-06 12:30:00,Markham,L6C,43.915613,-79.323604
2024-11-26 11:07:00,Markham,L6G,43.851721,-79.325368
2025-05-31 03:18:00,Markham,L6G,43.851721,-79.325368
2024-09-12 19:40:00,Markham,L6G,43.850114,-79.325135
2024-11-23 15:00:00,Markham,L3R,43.872869,-79.324269
2024-12-11 05:00:00,Whitchurch-Stouffville,L3Y,44.026966,-79.319319
2025-04-19 04:01:00,Markham,L3R,43.871436,-79.322129
2024-11-26 05:01:00,Markham,L3R,43.828123,-79.323048
2024-09-01 00:00:00,Markham,L3R,43.877215,-79.321489
2025-02-16 08:22:00,Markham,L3R,43.865029,-79.321663
2024-08-07 20:11:00,Markham,L3R,43.822071,-79.32283
2024-12-08 04:00:00,Markham,L3R,43.875474,-79.320776
2025-06-08 03:50:00,Markham,L3R,43.868425,-79.320694
2025-04-26 06:46:00,Markham,L3R,43.821939,-79.321915
2024-09-20 00:14:00,Markham,L3R,43.862368,-79.320534
2024-09-21 16:20:00,Markham,L3R,43.82211,-79.320574
2024-09-08 02:15:00,Markham,L3R,43.872201,-79.318661
2025-03-07 21:00:00,Markham,L3R,43.872201,-79.318661
2024-12-10 22:28:00,Markham,L3R,43.822772,-79.319933
2024-12-20 00:56:00,Markham,L3R,43.861012,-79.318839
2025-07-28 23:30:00,Markham,L3R,43.86382,-79.318288
2025-04-25 13:40:00,Markham,L6C,43.881793,-79.31775
2024-12-04 15:00:00,Markham,L3R,43.832801,-79.318812
2025-08-15 18:37:00,Markham,L3R,43.880202,-79.317428
2024-12-06 06:49:00,Whitchurch-Stouffville,L4A,44.037805,-79.311778
2024-07-26 19:20:00,Markham,L6C,43.882168,-79.315571
2025-05-16 20:00:00,East Gwillimbury,L0G,44.13266,-79.307659
2025-07-24 04:00:00,Markham,L6C,43.897325,-79.313597
2025-06-23 02:56:00,Markham,L3R,43.865323,-79.313024
2024-08-03 04:01:00,Whitchurch-Stouffville,L4A,44.042539,-79.307964
2025-02-22 17:15:00,Markham,L3R,43.871782,-79.312261
2024-09-22 01:00:00,Markham,L6C,43.893105,-79.311188
2025-01-09 23:03:00,Markham,L3R,43.827376,-79.312855
2025-07-12 05:59:00,Markham,L3X,43.862117,-79.311065
2025-01-17 18:39:00,Markham,L6C,43.891817,-79.310206
2025-02-01 20:00:00,Markham,L3R,43.86432,-79.31033
2025-05-03 20:00:00,Markham,L3R,43.873091,-79.309832
2025-04-26 03:30:00,Markham,L3R,43.88961,-79.30935
2025-05-10 21:11:00,Markham,L6C,43.898341,-79.309099
2024-11-28 00:38:00,Markham,L3R,43.877224,-79.309567
2024-11-28 23:44:00,Markham,L6C,43.897749,-79.308928
2024-09-06 12:00:00,Whitchurch-Stouffville,L4A,44.036178,-79.304939
2024-10-31 06:34:00,Markham,L3R,43.826271,-79.310831
2025-06-03 13:00:00,East Gwillimbury,L0G,44.114478,-79.302537
2025-03-14 03:05:00,Markham,L3R,43.824573,-79.310673
2025-02-02 00:29:00,Markham,L3R,43.871662,-79.309271
2025-01-04 03:18:00,Markham,L6C,43.883747,-79.308726
2024-09-02 03:00:00,Markham,L3R,43.860535,-79.309379
2024-09-07 15:01:00,Markham,L3R,43.860535,-79.309379
2024-09-05 07:02:00,Markham,L6C,43.893787,-79.308136
2024-11-09 21:00:00,Markham,L6C,43.893837,-79.307925
2024-07-19 21:30:00,Markham,L6C,43.898898,-79.307525
2024-12-26 17:01:00,Whitchurch-Stouffville,L4A,44.032126,-79.302851
2024-11-06 22:45:00,Markham,L3R,43.876556,-79.307096
2025-05-15 15:30:00,Markham,L3R,43.876556,-79.307096
2025-05-10 20:00:00,Markham,L6C,43.892003,-79.306093
2025-01-10 09:10:00,Markham,L3R,43.878666,-79.305948
2025-02-13 14:40:00,Markham,L3R,43.888772,-79.305548
2025-02-13 23:30:00,Markham,L3R,43.888772,-79.305548
2025-05-30 14:15:00,Whitchurch-Stouffville,L4A,43.958848,-79.303553
2025-06-07 05:00:00,Whitchurch-Stouffville,L4A,44.043817,-79.300988
2024-11-29 18:00:00,Markham,L3R,43.873831,-79.305628
2024-10-31 20:00:00,Markham,L3R,43.87003,-79.305124
2024-12-04 20:00:00,Markham,L3R,43.87003,-79.305124
2025-08-01 22:57:00,Markham,L6C,43.898695,-79.30349
2025-05-08 00:23:00,Markham,L6C,43.889511,-79.303571
2024-11-16 00:16:00,Markham,L3R,43.88423,-79.30253
2024-12-31 22:47:00,Markham,L3R,43.876214,-79.302707
2024-11-13 18:13:00,Markham,L3R,43.838644,-79.303649
2025-07-24 23:00:00,Markham,L3R,43.838644,-79.303649
2024-11-26 12:56:00,Whitchurch-Stouffville,L4A,44.037865,-79.297261
2025-06-30 19:00:00,Whitchurch-Stouffville,L4A,44.046727,-79.296908
2024-11-27 17:30:00,Markham,L3R,43.871004,-79.300796
2024-09-09 02:30:00,Markham,L3R,43.842907,-79.301532
2025-06-28 00:57:00,Markham,L3R,43.827977,-79.301333
2024-07-10 01:30:00,Markham,L3R,43.829592,-79.301226
2025-07-19 16:30:00,Markham,L3R,43.85321,-79.300383
2025-02-14 00:01:00,Markham,L6C,43.88943,-79.299224
2024-08-09 04:00:00,Markham,L6C,43.891302,-79.298608
2025-01-24 19:20:00,Markham,L6C,43.891302,-79.298608
2024-10-07 15:19:00,Markham,L3P,43.872448,-79.299027
2024-11-11 22:38:00,Markham,L3R,43.838729,-79.299539
2024-09-29 02:21:00,Markham,L3P,43.878808,-79.297932
2025-06-07 08:00:00,Markham,L3R,43.863955,-79.298335
2025-02-06 02:08:00,Markham,L3P,43.877987,-79.297525
2024-12-28 22:45:00,Markham,L3R,43.843642,-79.298361
2024-08-15 16:00:00,Markham,L3R,43.861563,-79.297744
2025-02-22 02:41:00,Markham,L3R,43.832584,-79.298448
2025-03-01 02:19:00,Markham,L6C,43.895343,-79.296272
2024-09-17 15:30:00,Markham,L3R,43.827168,-79.297853
2025-01-09 15:45:00,Markham,L3R,43.827168,-79.297853
2025-03-28 15:00:00,Markham,L3R,43.827168,-79.297853
2025-04-20 06:00:00,Markham,L6C,43.891945,-79.295946
2025-05-01 07:10:00,Markham,L3R,43.858527,-79.296293
2024-12-16 15:15:00,Markham,L3R,43.835536,-79.295802
2024-07-29 04:59:00,Markham,L3R,43.859423,-79.293255
2025-01-10 18:24:00,Markham,L3R,43.859423,-79.293255
2024-11-05 21:41:00,Markham,L3R,43.828023,-79.293722
2024-08-16 17:28:00,Whitchurch-Stouffville,L4A,43.997646,-79.288204
2025-05-02 15:45:00,Markham,L3R,43.855024,-79.292043
2024-12-24 22:00:00,Markham,L6C,43.88639,-79.291138
2024-11-11 17:44:00,Markham,L3S,43.845222,-79.292257
2024-12-13 00:12:00,Markham,L3S,43.845222,-79.292257
2024-08-23 22:00:00,Markham,L3P,43.880469,-79.291046
2024-10-04 20:30:00,Markham,L3P,43.890573,-79.290177
2024-11-29 19:00:00,Markham,L3R,43.837814,-79.290859
2025-02-16 00:45:00,Markham,L3R,43.834202,-79.290137
2024-12-01 00:54:00,Markham,L6E,43.899153,-79.287742
2024-10-03 21:30:00,Markham,L3P,43.892176,-79.287936
2025-06-22 08:39:00,Markham,L3R,43.862386,-79.288621
2025-05-31 20:39:00,Markham,L6C,43.886574,-79.287851
2025-02-09 09:10:00,Markham,L6E,43.889579,-79.287667
2025-07-29 16:59:00,Markham,L3S,43.840204,-79.288746
2024-10-05 02:00:00,Markham,L6E,43.899274,-79.286822
2025-07-22 00:43:00,Markham,L6E,43.899274,-79.286822
2024-08-29 04:40:00,Markham,L3S,43.844319,-79.288369
2024-09-03 06:50:00,Markham,L3S,43.844319,-79.288369
2024-09-10 10:47:00,Markham,L3S,43.844319,-79.288369
2025-07-29 00:07:00,Markham,L3S,43.839132,-79.288358
2024-10-06 00:16:00,Markham,L6C,43.885305,-79.286621
2024-12-28 22:30:00,Markham,L6E,43.890621,-79.2859
2025-01-18 23:15:00,Markham,L3R,43.833536,-79.287307
2024-11-07 20:30:00,Markham,L3S,43.847587,-79.286891
2025-06-01 19:57:00,Markham,L6C,43.88653,-79.284913
2025-02-07 22:00:00,Markham,L3R,43.86231,-79.285278
2025-07-19 18:30:00,Markham,L3R,43.859549,-79.284609
2025-03-03 02:14:00,Markham,L6C,43.884249,-79.28383
2025-05-25 02:00:00,Markham,L6E,43.895988,-79.283103
2025-04-14 06:30:00,Markham,L3S,43.834048,-79.284342
2024-10-11 00:15:00,Markham,L3S,43.847681,-79.283704
2025-05-09 17:17:00,Markham,L3S,43.847681,-79.283704
2024-09-14 19:46:00,Markham,L3S,43.836502,-79.283655
2024-12-16 13:00:00,Markham,L3S,43.845003,-79.282983
2024-11-23 08:00:00,Markham,L6E,43.896313,-79.281419
2025-02-27 22:45:00,Markham,L6E,43.901109,-79.279843
2024-11-20 01:45:00,Markham,L3S,43.837163,-79.281587
2024-10-19 00:10:00,Markham,L3S,43.84278,-79.281352
2025-02-01 01:45:00,Markham,L6E,43.894113,-79.279788
2025-03-15 15:04:00,Markham,L3P,43.866634,-79.280544
2024-12-29 02:05:00,Markham,L6E,43.905265,-79.279099
2024-07-22 08:04:00,Markham,L3P,43.886302,-79.279575
2024-11-08 00:23:00,Markham,L6E,43.903614,-79.278684
2025-06-30 02:42:00,Markham,L3S,43.835112,-79.280468
2025-02-28 00:00:00,Markham,L6E,43.901471,-79.277114
2024-12-20 05:00:00,Whitchurch-Stouffville,L4A,43.965201,-79.27458
2025-05-03 14:40:00,Whitchurch-Stouffville,L4A,43.965201,-79.27458
2025-02-28 00:24:00,Markham,L6E,43.901711,-79.276379
2025-04-12 16:53:00,Markham,L3P,43.879473,-79.276866
2024-09-11 18:27:00,Markham,L3S,43.834756,-79.278145
2024-12-17 23:00:00,Markham,L6E,43.895717,-79.276123
2025-01-18 01:32:00,Markham,L6E,43.900467,-79.275931
2024-08-09 17:51:00,Markham,L6E,43.902014,-79.275413
2024-11-21 21:00:00,Markham,L6E,43.902014,-79.275413
2024-07-15 08:20:00,Markham,L3P,43.886658,-79.275476
2025-03-16 09:00:00,Markham,L3P,43.86783,-79.275964
2025-06-15 03:15:00,Markham,L3P,43.86783,-79.275964
2024-12-20 23:00:00,Markham,L6E,43.900789,-79.274001
2024-08-03 15:00:00,Markham,L3P,43.881667,-79.274485
2025-02-27 01:25:00,Whitchurch-Stouffville,L4A,44.027085,-79.270162
2025-06-27 16:17:00,Whitchurch-Stouffville,L4A,43.969536,-79.27158
2024-09-28 00:30:00,Markham,L3S,43.84722,-79.275089
2025-01-31 17:00:00,Markham,L6E,43.899397,-79.27356
2025-05-10 20:03:00,Markham,L3P,43.887492,-79.273863
2025-05-23 23:38:00,Markham,L3P,43.887492,-79.273863
2024-09-19 15:48:00,Whitchurch-Stouffville,L4A,43.971241,-79.271247
2025-06-27 05:56:00,Markham,L6E,43.927747,-79.272453
2024-12-03 23:45:00,Whitchurch-Stouffville,L4A,44.028548,-79.269233
2025-06-04 16:00:00,Markham,L3S,43.83555,-79.274732
2025-01-22 14:00:00,Markham,L6E,43.89955,-79.272737
2025-08-08 15:10:00,Whitchurch-Stouffville,L4A,44.026705,-79.268806
2025-03-08 06:10:00,Markham,L6E,43.901063,-79.272346
2024-07-12 01:28:00,Markham,L3P,43.887061,-79.272568
2024-08-14 19:24:00,Markham,L3S,43.8424,-79.273762
2025-01-17 00:47:00,Markham,L6E,43.905594,-79.271496
2024-12-25 09:57:00,Markham,L6E,43.903247,-79.271441
2024-07-07 04:00:00,Markham,L3P,43.886219,-79.271169
2024-11-14 08:54:00,Markham,L3P,43.886219,-79.271169
2025-03-09 11:56:00,Markham,L3S,43.841477,-79.271217
2024-11-07 21:00:00,Markham,L6E,43.895334,-79.268691
2024-12-19 14:11:00,Markham,L3S,43.838562,-79.269186
2024-11-30 16:00:00,Markham,L3S,43.837684,-79.26915
2025-01-15 22:58:00,Markham,L3S,43.841103,-79.268519
2024-11-24 20:40:00,Whitchurch-Stouffville,L1Y,44.053249,-79.262102
2024-09-28 02:23:00,Markham,L3P,43.86807,-79.267042
2024-12-14 13:00:00,Markham,L3S,43.847918,-79.267492
2025-05-16 14:40:00,Markham,L3P,43.884591,-79.26609
2024-09-25 13:00:00,Markham,L3P,43.883084,-79.265975
2025-03-31 20:06:00,Georgina,L0E,44.346545,-79.252165
2024-12-23 00:02:00,Markham,L3S,43.841371,-79.266155
2025-03-09 07:50:00,Markham,L3S,43.841371,-79.266155
2024-07-19 08:59:00,Markham,L3P,43.887341,-79.26434
2025-02-08 22:30:00,Markham,M1V,43.835576,-79.265474
2024-11-25 09:05:00,Markham,L3S,43.841327,-79.264982
2025-03-09 17:00:00,Markham,L3S,43.841327,-79.264982
2024-09-11 17:00:00,Markham,M1V,43.834446,-79.265038
2025-04-05 20:00:00,Markham,L3P,43.870273,-79.263753
2024-12-15 02:53:00,Markham,L3P,43.86936,-79.263567
2024-10-19 13:00:00,Markham,L3P,43.880841,-79.263102
2024-07-01 04:00:00,Markham,L3P,43.878407,-79.262374
2025-07-25 04:01:00,Markham,L3P,43.878407,-79.262374
2025-08-01 15:30:00,Markham,L3P,43.878407,-79.262374
2024-07-29 02:00:00,Markham,L3P,43.886764,-79.261598
2024-11-25 07:28:00,Markham,L3S,43.840394,-79.262822
2025-01-25 23:51:00,Markham,L3S,43.851826,-79.262267
2025-06-04 07:20:00,Markham,L3S,43.851826,-79.262267
2025-07-23 18:00:00,Markham,L3P,43.889757,-79.260102
2024-08-09 13:16:00,Markham,L3P,43.875872,-79.260334
2024-08-11 15:01:00,Markham,L3P,43.875872,-79.260334
2025-03-08 15:30:00,Markham,L6E,43.907941,-79.259357
2024-12-29 01:00:00,Markham,L3S,43.847728,-79.261069
2025-03-11 07:46:00,Markham,L3S,43.847728,-79.261069
2024-08-26 04:00:00,Markham,L3P,43.88744,-79.259348
2024-07-16 04:00:00,Markham,L3P,43.8786,-79.259496
2024-11-09 04:00:00,Markham,L6E,43.899078,-79.25885
2024-11-03 19:43:00,Markham,L3S,43.835529,-79.260591
2025-06-29 22:30:00,Markham,L3P,43.884193,-79.258674
2025-05-23 04:00:00,Markham,L6E,43.909995,-79.25718
2025-03-29 17:01:00,Markham,L3S,43.854282,-79.258682
2024-12-06 21:26:00,Markham,L3P,43.887644,-79.256935
2024-09-20 21:05:00,Markham,L6E,43.903962,-79.256011
2024-12-02 23:47:00,Markham,L3S,43.840748,-79.257853
2025-08-06 14:40:00,Markham,L3P,43.884767,-79.2563
2025-05-18 11:56:00,Markham,L3P,43.891585,-79.255626
2025-07-19 23:30:00,Markham,L3P,43.867861,-79.255668
2024-08-28 22:20:00,Markham,L3S,43.85843,-79.255824
2025-08-09 04:01:00,Markham,L3P,43.887965,-79.253988
2024-10-27 01:38:00,Markham,L3P,43.885863,-79.253597
2024-11-09 01:17:00,Markham,L6E,43.899746,-79.253121
2025-04-19 22:12:00,Markham,L3S,43.835883,-79.254332
2025-01-31 02:57:00,Markham,L3P,43.890098,-79.251873
2024-08-27 23:00:00,Markham,L3P,43.887862,-79.251754
2024-08-03 19:31:00,Markham,L3S,43.85922,-79.252311
2025-07-12 18:07:00,Whitchurch-Stouffville,L4A,43.964012,-79.248963
2024-08-13 16:20:00,Markham,L6E,43.909648,-79.250214
2024-11-09 23:17:00,Markham,L3P,43.887908,-79.250682
2025-01-23 01:37:00,Whitchurch-Stouffville,L4A,43.977088,-79.24796
2025-08-16 13:38:00,Whitchurch-Stouffville,L4A,43.977088,-79.24796
2024-10-25 14:30:00,Markham,L6E,43.906788,-79.250017
2025-06-17 16:00:00,Markham,L3P,43.892811,-79.250413
2025-04-10 04:00:00,Markham,L3P,43.885223,-79.250554
2024-09-20 13:00:00,Markham,L6E,43.904008,-79.249446
2024-10-07 13:35:00,Markham,L3P,43.892153,-79.249704
2024-07-19 21:00:00,Markham,L3P,43.877769,-79.249796
2024-11-11 04:31:00,Markham,L3S,43.840784,-79.250706
2025-08-02 00:54:00,Markham,L3S,43.862265,-79.248756
2025-08-02 18:19:00,Whitchurch-Stouffville,L4A,43.976024,-79.245386
2024-09-08 01:00:00,Markham,L3P,43.889461,-79.247558
2024-11-23 21:45:00,Markham,L6E,43.900325,-79.247072
2024-11-01 04:01:00,Markham,L3P,43.894474,-79.247106
2024-11-21 22:44:00,Markham,L3P,43.894474,-79.247106
2025-01-07 01:41:00,Markham,L3S,43.842686,-79.248598
2025-06-15 04:01:00,Markham,L3S,43.842686,-79.248598
2025-01-15 05:01:00,Markham,L3P,43.897018,-79.246893
2024-12-13 16:25:00,Markham,L3S,43.858753,-79.247966
2024-10-03 08:00:00,Markham,L6B,43.893731,-79.246757
2024-08-18 09:30:00,Markham,L3P,43.881629,-79.246705
2025-01-19 02:35:00,Markham,L6E,43.904851,-79.245927
2025-03-08 01:55:00,Markham,L3P,43.883747,-79.246497
2024-11-02 19:00:00,Markham,L3P,43.888216,-79.245834
2024-10-06 22:30:00,Markham,L3S,43.844405,-79.246607
2025-02-19 04:30:00,Markham,L3S,43.844405,-79.246607
2024-12-20 16:06:00,Markham,L3P,43.894898,-79.244735
2025-01-02 23:27:00,Markham,L6B,43.894389,-79.243237
2024-08-21 20:50:00,Georgina,L0E,44.313782,-79.230541
2025-05-31 19:19:00,Markham,L3P,43.881001,-79.242979
2025-01-31 17:00:00,Markham,L6E,43.900466,-79.241944
2024-10-26 12:25:00,Markham,L3P,43.871129,-79.242501
2024-07-19 21:30:00,Markham,L3P,43.890854,-79.241509
2024-11-03 09:45:00,Markham,L3P,43.890854,-79.241509
2024-11-03 09:46:00,Markham,L3P,43.890854,-79.241509
2024-09-30 20:39:00,Markham,L3P,43.884867,-79.241611
2025-01-08 19:30:00,Markham,L3P,43.887422,-79.241255
2024-11-04 10:07:00,Markham,L3P,43.895037,-79.240918
2025-03-22 00:55:00,Markham,L3P,43.891682,-79.240782
2024-11-07 14:15:00,Markham,L3P,43.882997,-79.240871
2024-10-07 12:49:00,Markham,L3P,43.874678,-79.241111
2025-07-25 03:50:00,Whitchurch-Stouffville,L4A,43.98153,-79.237774
2024-11-25 21:24:00,Markham,L3P,43.892411,-79.240391
2025-03-08 05:00:00,Markham,L6E,43.903206,-79.239895
2025-06-26 19:34:00,Markham,L6B,43.889629,-79.239818
2024-12-22 19:42:00,Whitchurch-Stouffville,L4A,43.966857,-79.237328
2024-11-13 00:25:00,Whitchurch-Stouffville,L4A,43.970393,-79.236227
2024-12-13 15:10:00,Markham,L3S,43.861748,-79.239423
2024-08-22 14:30:00,Markham,L6B,43.893757,-79.237796
2025-01-17 22:45:00,Markham,L6B,43.898926,-79.237455
2025-02-08 23:00:00,Markham,L3S,43.854898,-79.237956
2025-08-01 18:07:00,Markham,L6B,43.904129,-79.23554
2025-01-10 00:52:00,Markham,L3P,43.873895,-79.236082
2025-01-18 16:00:00,Markham,L6B,43.892916,-79.235438
2024-09-13 20:30:00,Markham,L3S,43.865965,-79.234591
2024-11-22 19:00:00,Markham,L3S,43.861099,-79.234471
2024-10-04 04:00:00,Markham,L6B,43.893228,-79.233137
2024-11-01 14:30:00,Markham,L3S,43.860335,-79.233607
2025-02-21 23:49:00,Markham,L3S,43.86573,-79.233157
2024-12-13 17:00:00,Markham,L3S,43.86555,-79.2324
2025-06-26 20:27:00,Markham,L6B,43.886125,-79.231431
2025-05-10 14:30:00,Markham,L3S,43.862268,-79.232112
2025-02-28 00:30:00,Markham,L3P,43.8781,-79.231497
2024-12-14 20:30:00,Whitchurch-Stouffville,L4A,43.974115,-79.228295
2024-10-16 19:06:00,Markham,L6B,43.873212,-79.231191
2025-03-27 19:49:00,Markham,L6B,43.873212,-79.231191
2025-02-08 00:45:00,Markham,L6B,43.90373,-79.23025
2025-01-28 12:30:00,Markham,L3P,43.876045,-79.230847
2025-02-08 00:11:00,Markham,L6B,43.897983,-79.229054
2024-11-22 11:15:00,Whitchurch-Stouffville,L4A,43.963862,-79.226017
2024-07-02 21:09:00,Georgina,L0E,44.320599,-79.214161
2025-06-01 05:13:00,Markham,L6B,43.85159,-79.226324
2025-03-06 04:39:00,Whitchurch-Stouffville,L4A,43.965383,-79.222701
2025-07-08 19:08:00,Markham,L6B,43.881479,-79.225049
2025-07-10 22:03:00,Markham,L6B,43.869903,-79.224591
